Date,День,месяц_,Номер недели,месяцномер,weekday,деньнедели,абсолютный номер недели,номер недели р,numweek
2022-05-27 00:00:00,27,май,22,5,6,Пт,202222,22,22
2022-05-28 00:00:00,28,май,22,5,7,Сб,202222,22,22
2022-05-29 00:00:00,29,май,23,5,1,Вс,202223,22,23
2022-05-30 00:00:00,30,май,23,5,2,Пн,202223,23,23
2022-05-31 00:00:00,31,май,23,5,3,Вт,202223,23,23
2022-06-01 00:00:00,1,июн,23,6,4,Ср,202223,23,23
2022-06-02 00:00:00,2,июн,23,6,5,Чт,202223,23,23
2022-06-03 00:00:00,3,июн,23,6,6,Пт,202223,23,23
2022-06-04 00:00:00,4,июн,23,6,7,Сб,202223,23,23
2022-06-05 00:00:00,5,июн,24,6,1,Вс,202224,23,24
2022-06-06 00:00:00,6,июн,24,6,2,Пн,202224,24,24
2022-06-07 00:00:00,7,июн,24,6,3,Вт,202224,24,24
2022-06-08 00:00:00,8,июн,24,6,4,Ср,202224,24,24
2022-06-09 00:00:00,9,июн,24,6,5,Чт,202224,24,24
2022-06-10 00:00:00,10,июн,24,6,6,Пт,202224,24,24
2022-06-11 00:00:00,11,июн,24,6,7,Сб,202224,24,24
2022-06-12 00:00:00,12,июн,25,6,1,Вс,202225,24,25
2022-06-13 00:00:00,13,июн,25,6,2,Пн,202225,25,25
2022-06-14 00:00:00,14,июн,25,6,3,Вт,202225,25,25
2022-06-15 00:00:00,15,июн,25,6,4,Ср,202225,25,25
2022-06-16 00:00:00,16,июн,25,6,5,Чт,202225,25,25
2022-06-17 00:00:00,17,июн,25,6,6,Пт,202225,25,25
2022-06-18 00:00:00,18,июн,25,6,7,Сб,202225,25,25
2022-06-19 00:00:00,19,июн,26,6,1,Вс,202226,25,26
2022-06-20 00:00:00,20,июн,26,6,2,Пн,202226,26,26
2022-06-21 00:00:00,21,июн,26,6,3,Вт,202226,26,26
2022-06-22 00:00:00,22,июн,26,6,4,Ср,202226,26,26
2022-06-23 00:00:00,23,июн,26,6,5,Чт,202226,26,26
2022-06-24 00:00:00,24,июн,26,6,6,Пт,202226,26,26
2022-06-25 00:00:00,25,июн,26,6,7,Сб,202226,26,26
2022-06-26 00:00:00,26,июн,27,6,1,Вс,202227,26,27
2022-06-27 00:00:00,27,июн,27,6,2,Пн,202227,27,27
2022-06-28 00:00:00,28,июн,27,6,3,Вт,202227,27,27
2022-06-29 00:00:00,29,июн,27,6,4,Ср,202227,27,27
2022-06-30 00:00:00,30,июн,27,6,5,Чт,202227,27,27
2022-07-01 00:00:00,1,июл,27,7,6,Пт,202227,27,27
2022-07-02 00:00:00,2,июл,27,7,7,Сб,202227,27,27
2022-07-03 00:00:00,3,июл,28,7,1,Вс,202228,27,28
2022-07-04 00:00:00,4,июл,28,7,2,Пн,202228,28,28
2022-07-05 00:00:00,5,июл,28,7,3,Вт,202228,28,28
2022-07-06 00:00:00,6,июл,28,7,4,Ср,202228,28,28
2022-07-07 00:00:00,7,июл,28,7,5,Чт,202228,28,28
2022-07-08 00:00:00,8,июл,28,7,6,Пт,202228,28,28
2022-07-09 00:00:00,9,июл,28,7,7,Сб,202228,28,28
2022-07-10 00:00:00,10,июл,29,7,1,Вс,202229,28,29
2022-07-11 00:00:00,11,июл,29,7,2,Пн,202229,29,29
2022-07-12 00:00:00,12,июл,29,7,3,Вт,202229,29,29
2022-07-13 00:00:00,13,июл,29,7,4,Ср,202229,29,29
2022-07-14 00:00:00,14,июл,29,7,5,Чт,202229,29,29
2022-07-15 00:00:00,15,июл,29,7,6,Пт,202229,29,29
2022-07-16 00:00:00,16,июл,29,7,7,Сб,202229,29,29
2022-07-17 00:00:00,17,июл,30,7,1,Вс,202230,29,30
2022-07-18 00:00:00,18,июл,30,7,2,Пн,202230,30,30
2022-07-19 00:00:00,19,июл,30,7,3,Вт,202230,30,30
2022-07-20 00:00:00,20,июл,30,7,4,Ср,202230,30,30
2022-07-21 00:00:00,21,июл,30,7,5,Чт,202230,30,30
2022-07-22 00:00:00,22,июл,30,7,6,Пт,202230,30,30
2022-07-23 00:00:00,23,июл,30,7,7,Сб,202230,30,30
2022-07-24 00:00:00,24,июл,31,7,1,Вс,202231,30,31
2022-07-25 00:00:00,25,июл,31,7,2,Пн,202231,31,31
2022-07-26 00:00:00,26,июл,31,7,3,Вт,202231,31,31
2022-07-27 00:00:00,27,июл,31,7,4,Ср,202231,31,31
2022-07-28 00:00:00,28,июл,31,7,5,Чт,202231,31,31
2022-07-29 00:00:00,29,июл,31,7,6,Пт,202231,31,31
2022-07-30 00:00:00,30,июл,31,7,7,Сб,202231,31,31
2022-07-31 00:00:00,31,июл,32,7,1,Вс,202232,31,32
2022-08-01 00:00:00,1,авг,32,8,2,Пн,202232,32,32
2022-08-02 00:00:00,2,авг,32,8,3,Вт,202232,32,32
2022-08-03 00:00:00,3,авг,32,8,4,Ср,202232,32,32
2022-08-04 00:00:00,4,авг,32,8,5,Чт,202232,32,32
2022-08-05 00:00:00,5,авг,32,8,6,Пт,202232,32,32
2022-08-06 00:00:00,6,авг,32,8,7,Сб,202232,32,32
2022-08-07 00:00:00,7,авг,33,8,1,Вс,202233,32,33
2022-08-08 00:00:00,8,авг,33,8,2,Пн,202233,33,33
2022-08-09 00:00:00,9,авг,33,8,3,Вт,202233,33,33
2022-08-10 00:00:00,10,авг,33,8,4,Ср,202233,33,33
2022-08-11 00:00:00,11,авг,33,8,5,Чт,202233,33,33
2022-08-12 00:00:00,12,авг,33,8,6,Пт,202233,33,33
2022-08-13 00:00:00,13,авг,33,8,7,Сб,202233,33,33
2022-08-14 00:00:00,14,авг,34,8,1,Вс,202234,33,34
2022-08-15 00:00:00,15,авг,34,8,2,Пн,202234,34,34
2022-08-16 00:00:00,16,авг,34,8,3,Вт,202234,34,34
2022-08-17 00:00:00,17,авг,34,8,4,Ср,202234,34,34
2022-08-18 00:00:00,18,авг,34,8,5,Чт,202234,34,34
2022-08-19 00:00:00,19,авг,34,8,6,Пт,202234,34,34
2022-08-20 00:00:00,20,авг,34,8,7,Сб,202234,34,34
2022-08-21 00:00:00,21,авг,35,8,1,Вс,202235,34,35
2022-08-22 00:00:00,22,авг,35,8,2,Пн,202235,35,35
2022-08-23 00:00:00,23,авг,35,8,3,Вт,202235,35,35
2022-08-24 00:00:00,24,авг,35,8,4,Ср,202235,35,35
2022-08-25 00:00:00,25,авг,35,8,5,Чт,202235,35,35
2022-08-26 00:00:00,26,авг,35,8,6,Пт,202235,35,35
2022-08-27 00:00:00,27,авг,35,8,7,Сб,202235,35,35
2022-08-28 00:00:00,28,авг,36,8,1,Вс,202236,35,36
2022-08-29 00:00:00,29,авг,36,8,2,Пн,202236,36,36
2022-08-30 00:00:00,30,авг,36,8,3,Вт,202236,36,36
2022-08-31 00:00:00,31,авг,36,8,4,Ср,202236,36,36
2022-09-01 00:00:00,1,сен,36,9,5,Чт,202236,36,36
2022-09-02 00:00:00,2,сен,36,9,6,Пт,202236,36,36
2022-09-03 00:00:00,3,сен,36,9,7,Сб,202236,36,36
2022-09-04 00:00:00,4,сен,37,9,1,Вс,202237,36,37
2022-09-05 00:00:00,5,сен,37,9,2,Пн,202237,37,37
2022-09-06 00:00:00,6,сен,37,9,3,Вт,202237,37,37
2022-09-07 00:00:00,7,сен,37,9,4,Ср,202237,37,37
2022-09-08 00:00:00,8,сен,37,9,5,Чт,202237,37,37
2022-09-09 00:00:00,9,сен,37,9,6,Пт,202237,37,37
2022-09-10 00:00:00,10,сен,37,9,7,Сб,202237,37,37
2022-09-11 00:00:00,11,сен,38,9,1,Вс,202238,37,38
2022-09-12 00:00:00,12,сен,38,9,2,Пн,202238,38,38
2022-09-13 00:00:00,13,сен,38,9,3,Вт,202238,38,38
2022-09-14 00:00:00,14,сен,38,9,4,Ср,202238,38,38
2022-09-15 00:00:00,15,сен,38,9,5,Чт,202238,38,38
2022-09-16 00:00:00,16,сен,38,9,6,Пт,202238,38,38
2022-09-17 00:00:00,17,сен,38,9,7,Сб,202238,38,38
2022-09-18 00:00:00,18,сен,39,9,1,Вс,202239,38,39
2022-09-19 00:00:00,19,сен,39,9,2,Пн,202239,39,39
2022-09-20 00:00:00,20,сен,39,9,3,Вт,202239,39,39
2022-09-21 00:00:00,21,сен,39,9,4,Ср,202239,39,39
2022-09-22 00:00:00,22,сен,39,9,5,Чт,202239,39,39
2022-09-23 00:00:00,23,сен,39,9,6,Пт,202239,39,39
2022-09-24 00:00:00,24,сен,39,9,7,Сб,202239,39,39
2022-09-25 00:00:00,25,сен,40,9,1,Вс,202240,39,40
2022-09-26 00:00:00,26,сен,40,9,2,Пн,202240,40,40
2022-09-27 00:00:00,27,сен,40,9,3,Вт,202240,40,40
2022-09-28 00:00:00,28,сен,40,9,4,Ср,202240,40,40
2022-09-29 00:00:00,29,сен,40,9,5,Чт,202240,40,40
2022-09-30 00:00:00,30,сен,40,9,6,Пт,202240,40,40
2022-10-01 00:00:00,1,окт,40,10,7,Сб,202240,40,40
2022-10-02 00:00:00,2,окт,41,10,1,Вс,202241,40,41
2022-10-03 00:00:00,3,окт,41,10,2,Пн,202241,41,41
2022-10-04 00:00:00,4,окт,41,10,3,Вт,202241,41,41
2022-10-05 00:00:00,5,окт,41,10,4,Ср,202241,41,41
2022-10-06 00:00:00,6,окт,41,10,5,Чт,202241,41,41
2022-10-07 00:00:00,7,окт,41,10,6,Пт,202241,41,41
2022-10-08 00:00:00,8,окт,41,10,7,Сб,202241,41,41
2022-10-09 00:00:00,9,окт,42,10,1,Вс,202242,41,42
2022-10-10 00:00:00,10,окт,42,10,2,Пн,202242,42,42
2022-10-11 00:00:00,11,окт,42,10,3,Вт,202242,42,42
2022-10-12 00:00:00,12,окт,42,10,4,Ср,202242,42,42
2022-10-13 00:00:00,13,окт,42,10,5,Чт,202242,42,42
2022-10-14 00:00:00,14,окт,42,10,6,Пт,202242,42,42
2022-10-15 00:00:00,15,окт,42,10,7,Сб,202242,42,42
2022-10-16 00:00:00,16,окт,43,10,1,Вс,202243,42,43
2022-10-17 00:00:00,17,окт,43,10,2,Пн,202243,43,43
2022-10-18 00:00:00,18,окт,43,10,3,Вт,202243,43,43
2022-10-19 00:00:00,19,окт,43,10,4,Ср,202243,43,43
2022-10-20 00:00:00,20,окт,43,10,5,Чт,202243,43,43
2022-10-21 00:00:00,21,окт,43,10,6,Пт,202243,43,43
2022-10-22 00:00:00,22,окт,43,10,7,Сб,202243,43,43
2022-10-23 00:00:00,23,окт,44,10,1,Вс,202244,43,44
2022-10-24 00:00:00,24,окт,44,10,2,Пн,202244,44,44
2022-10-25 00:00:00,25,окт,44,10,3,Вт,202244,44,44
2022-10-26 00:00:00,26,окт,44,10,4,Ср,202244,44,44
2022-10-27 00:00:00,27,окт,44,10,5,Чт,202244,44,44
2022-10-28 00:00:00,28,окт,44,10,6,Пт,202244,44,44
2022-10-29 00:00:00,29,окт,44,10,7,Сб,202244,44,44
2022-10-30 00:00:00,30,окт,45,10,1,Вс,202245,44,45
2022-10-31 00:00:00,31,окт,45,10,2,Пн,202245,45,45
2022-11-01 00:00:00,1,ноя,45,11,3,Вт,202245,45,45
2022-11-02 00:00:00,2,ноя,45,11,4,Ср,202245,45,45
2022-11-03 00:00:00,3,ноя,45,11,5,Чт,202245,45,45
2022-11-04 00:00:00,4,ноя,45,11,6,Пт,202245,45,45
2022-11-05 00:00:00,5,ноя,45,11,7,Сб,202245,45,45
2022-11-06 00:00:00,6,ноя,46,11,1,Вс,202246,45,46
2022-11-07 00:00:00,7,ноя,46,11,2,Пн,202246,46,46
2022-11-08 00:00:00,8,ноя,46,11,3,Вт,202246,46,46
2022-11-09 00:00:00,9,ноя,46,11,4,Ср,202246,46,46
2022-11-10 00:00:00,10,ноя,46,11,5,Чт,202246,46,46
2022-11-11 00:00:00,11,ноя,46,11,6,Пт,202246,46,46
2022-11-12 00:00:00,12,ноя,46,11,7,Сб,202246,46,46
2022-11-13 00:00:00,13,ноя,47,11,1,Вс,202247,46,47
2022-11-14 00:00:00,14,ноя,47,11,2,Пн,202247,47,47
2022-11-15 00:00:00,15,ноя,47,11,3,Вт,202247,47,47
2022-11-16 00:00:00,16,ноя,47,11,4,Ср,202247,47,47
2022-11-17 00:00:00,17,ноя,47,11,5,Чт,202247,47,47
2022-11-18 00:00:00,18,ноя,47,11,6,Пт,202247,47,47
2022-11-19 00:00:00,19,ноя,47,11,7,Сб,202247,47,47
2022-11-20 00:00:00,20,ноя,48,11,1,Вс,202248,47,48
2022-11-21 00:00:00,21,ноя,48,11,2,Пн,202248,48,48
2022-11-22 00:00:00,22,ноя,48,11,3,Вт,202248,48,48
2022-11-23 00:00:00,23,ноя,48,11,4,Ср,202248,48,48
2022-11-24 00:00:00,24,ноя,48,11,5,Чт,202248,48,48
2022-11-25 00:00:00,25,ноя,48,11,6,Пт,202248,48,48
2022-11-26 00:00:00,26,ноя,48,11,7,Сб,202248,48,48
2022-11-27 00:00:00,27,ноя,49,11,1,Вс,202249,48,49
2022-11-28 00:00:00,28,ноя,49,11,2,Пн,202249,49,49
2022-11-29 00:00:00,29,ноя,49,11,3,Вт,202249,49,49
2022-11-30 00:00:00,30,ноя,49,11,4,Ср,202249,49,49
2022-12-01 00:00:00,1,дек,49,12,5,Чт,202249,49,49
2022-12-02 00:00:00,2,дек,49,12,6,Пт,202249,49,49
2022-12-03 00:00:00,3,дек,49,12,7,Сб,202249,49,49
2022-12-04 00:00:00,4,дек,50,12,1,Вс,202250,49,50
2022-12-05 00:00:00,5,дек,50,12,2,Пн,202250,50,50
2022-12-06 00:00:00,6,дек,50,12,3,Вт,202250,50,50
2022-12-07 00:00:00,7,дек,50,12,4,Ср,202250,50,50
2022-12-08 00:00:00,8,дек,50,12,5,Чт,202250,50,50
2022-12-09 00:00:00,9,дек,50,12,6,Пт,202250,50,50
2022-12-10 00:00:00,10,дек,50,12,7,Сб,202250,50,50
2022-12-11 00:00:00,11,дек,51,12,1,Вс,202251,50,51
2022-12-12 00:00:00,12,дек,51,12,2,Пн,202251,51,51
2022-12-13 00:00:00,13,дек,51,12,3,Вт,202251,51,51
2022-12-14 00:00:00,14,дек,51,12,4,Ср,202251,51,51
2022-12-15 00:00:00,15,дек,51,12,5,Чт,202251,51,51
2022-12-16 00:00:00,16,дек,51,12,6,Пт,202251,51,51
2022-12-17 00:00:00,17,дек,51,12,7,Сб,202251,51,51
2022-12-18 00:00:00,18,дек,52,12,1,Вс,202252,51,52
2022-12-19 00:00:00,19,дек,52,12,2,Пн,202252,52,52
2022-12-20 00:00:00,20,дек,52,12,3,Вт,202252,52,52
2022-12-21 00:00:00,21,дек,52,12,4,Ср,202252,52,52
2022-12-22 00:00:00,22,дек,52,12,5,Чт,202252,52,52
2022-12-23 00:00:00,23,дек,52,12,6,Пт,202252,52,52
2022-12-24 00:00:00,24,дек,52,12,7,Сб,202252,52,52
2022-12-25 00:00:00,25,дек,53,12,1,Вс,202253,52,53
2022-12-26 00:00:00,26,дек,53,12,2,Пн,202253,53,53
2022-12-27 00:00:00,27,дек,53,12,3,Вт,202253,53,53
2022-12-28 00:00:00,28,дек,53,12,4,Ср,202253,53,53
2022-12-29 00:00:00,29,дек,53,12,5,Чт,202253,53,53
2022-12-30 00:00:00,30,дек,53,12,6,Пт,202253,53,53
2022-12-31 00:00:00,31,дек,53,12,7,Сб,202253,53,53
2023-01-01 00:00:00,1,янв,1,1,1,Вс,202301,0,1
2023-01-02 00:00:00,2,янв,1,1,2,Пн,202301,1,1
2023-01-03 00:00:00,3,янв,1,1,3,Вт,202301,1,1
2023-01-04 00:00:00,4,янв,1,1,4,Ср,202301,1,1
2023-01-05 00:00:00,5,янв,1,1,5,Чт,202301,1,1
2023-01-06 00:00:00,6,янв,1,1,6,Пт,202301,1,1
2023-01-07 00:00:00,7,янв,1,1,7,Сб,202301,1,1
2023-01-08 00:00:00,8,янв,2,1,1,Вс,202302,1,2
2023-01-09 00:00:00,9,янв,2,1,2,Пн,202302,2,2
2023-01-10 00:00:00,10,янв,2,1,3,Вт,202302,2,2
2023-01-11 00:00:00,11,янв,2,1,4,Ср,202302,2,2
2023-01-12 00:00:00,12,янв,2,1,5,Чт,202302,2,2
2023-01-13 00:00:00,13,янв,2,1,6,Пт,202302,2,2
2023-01-14 00:00:00,14,янв,2,1,7,Сб,202302,2,2
2023-01-15 00:00:00,15,янв,3,1,1,Вс,202303,2,3
2023-01-16 00:00:00,16,янв,3,1,2,Пн,202303,3,3
2023-01-17 00:00:00,17,янв,3,1,3,Вт,202303,3,3
2023-01-18 00:00:00,18,янв,3,1,4,Ср,202303,3,3
2023-01-19 00:00:00,19,янв,3,1,5,Чт,202303,3,3
2023-01-20 00:00:00,20,янв,3,1,6,Пт,202303,3,3
2023-01-21 00:00:00,21,янв,3,1,7,Сб,202303,3,3
2023-01-22 00:00:00,22,янв,4,1,1,Вс,202304,3,4
2023-01-23 00:00:00,23,янв,4,1,2,Пн,202304,4,4
2023-01-24 00:00:00,24,янв,4,1,3,Вт,202304,4,4
2023-01-25 00:00:00,25,янв,4,1,4,Ср,202304,4,4
2023-01-26 00:00:00,26,янв,4,1,5,Чт,202304,4,4
2023-01-27 00:00:00,27,янв,4,1,6,Пт,202304,4,4
2023-01-28 00:00:00,28,янв,4,1,7,Сб,202304,4,4
2023-01-29 00:00:00,29,янв,5,1,1,Вс,202305,4,5
2023-01-30 00:00:00,30,янв,5,1,2,Пн,202305,5,5
2023-01-31 00:00:00,31,янв,5,1,3,Вт,202305,5,5
2023-02-01 00:00:00,1,фев,5,2,4,Ср,202305,5,5
2023-02-02 00:00:00,2,фев,5,2,5,Чт,202305,5,5
2023-02-03 00:00:00,3,фев,5,2,6,Пт,202305,5,5
2023-02-04 00:00:00,4,фев,5,2,7,Сб,202305,5,5
2023-02-05 00:00:00,5,фев,6,2,1,Вс,202306,5,6
